"name","price","model","mileage"
"پارس","440000000","1398","32000"
"111","167000000","1395","116000"
"پلاس","614000000","1401","0"
"سوناتا","1094967296","1396","12000"
"پارس","385000000","1397","30000"
"پارس","377000000","1401","4000"
"ام","1120000000","1383","255000"
"207","405000000","1399","61000"
"ساندرو","535000000","1395","40000"
"تیگو","700000000","1395","52000"
"جوک","1620000000","1395","82000"
"سورنتو","980000000","1386","300000"
"151","170000000","1397","122000"
"پلاس","555000000","1400","37000"
"وی","1080000000","1401","0"
"گراند","1180000000","1394","123000"
"سورنتو","1650000000","1388","170000"
"جوک","1700000000","1395","60000"
"صندوق","58000000","1381","450000"
"کرولا","1580000000","1393","107000"
"اپتیما","1770000000","1393","160000"
"206","335000000","1399","10000"
"اپتیما","1590000000","1391","160000"
"206","350000000","1399","42000"
"تندر","330000000","1394","125000"
"LX","430000000","1400","40000"
"تندر","398000000","1397","98000"
"206","276500000","1394","145000"
"سانتافه","1780000000","1392","146000"
"S7","950000000","1397","0"
"207","570000000","1399","8000"
"سوناتا","830000000","1387","135000"
"کلاس","940000000","1385","220000"
"هایلوکس","1820000000","1391","170000"
"Y5","1430000000","1401","0"
"جی","425000000","1394","84000"
"یانگ،","1200000000","1394","98000"
"3","635000000","1388","230000"
"ساندرو","735000000","1398","22200"
"وی","82000000","1389","220000"
"معمولی","370000000","1396","110000"
"سوناتا","1700000000","1392","172000"
"i20","760000000","1393","100000"
"اپیروس","980000000","1387","140000"
"سوناتا","1644967296","1395","12300"
"معمولی","375000000","1397","45000"
"پارس","235000000","1392","225000"
"131","168000000","1398","75000"
"S3","655000000","1397","26000"
"3","1440000000","1397","64700"
"131","160000000","1396","116000"
"جی،","850000000","1393","109000"
"پارس","440000000","1397","70000"
"سفران","1050000000","1393","110000"
"اپتیما","1520000000","1391","110000"
"جی،","620000000","1391","245000"
"جی،","1100000000","1394","125000"
"جی،","460000000","1393","98000"
"207","412000000","1399","74000"
"CT","1690000000","1392","139000"
"توسان","1650000000","1393","160000"
"پرایم","1410000000","1401","9000"
"3","880000000","1390","213000"
"جنسیس","605032704","1391","0"
"النترا","1250000000","1392","45500"
"کمری","900000000","1385","260000"
"مورانو","845000000","1386","200000"
"سراتو","780000000","1390","175000"
"اپتیما","1314967296","1395","66000"
"کلاس","994967296","1392","120000"
"سراتو","1100000000","1396","52000"
"H320","345000000","1395","98000"
"راوفور","1294967296","1393","95000"
"2008","1330000000","1397","35000"
"فلوئنس","1220000000","1395","95000"
"407","480000000","1387","300000"
"وانت","143000000","1391","183000"
"V40","2100000000","1392","62000"
"206","275000000","1395","100400"
"EL","125000000","1389","282000"
"وی","670000000","1399","21500"
"آزرا","880000000","1385","211000"
"مگان","390000000","1386","200000"
"آریزو","960000000","1400","18000"
"تندر","345000000","1392","158000"
"هایلوکس","2100000000","1392","90000"
"سراتو","1220000000","1397","30000"
"S5","740000000","1395","110000"
"تیگو","2134967296","1401","0"
"تیگوان","705032704","1396","3000"
"206","325000000","1397","29000"
"3","1420000000","1397","70000"
"S3","750000000","1400","6500"
"جی،","1250000000","1394","92000"
"هاچ","190000000","1399","44000"
"BX7","1780000000","1396","52000"
"2008","1350000000","1398","60000"
"206","260000000","1395","130000"
"سراتو","1690000000","1394","7900"
"3","1280000000","1395","78000"
"ایما","1695000000","1401","0"
"وی","138000000","1393","49000"
"سوناتا","2014967296","1395","95000"
"اپتیما","990000000","1388","270000"
"620","230000000","1392","170000"
"151","203000000","1401","0"
"S5","980000000","1401","10000"
"206","205000000","1388","260000"
"پارس","339000000","1399","44000"
"سانتافه","55032704","1396","0"
"هایلوکس","430000000","1993","800000"
"کلاس","394967296","1388","178000"
"ایما","1730000000","1401","0"
"S5","1150000000","1401","0"
"سوناتا","2114967296","1395","65000"
"کریسیدا","185000000","1991","319000"
"سوناتا","1394967296","1396","27000"
"کولیوس","1394967296","1395","40000"
"V40","1800000000","1392","100000"
"وراکروز","1960000000","1389","200000"
"زانتیا","395000000","1387","210000"
"S7","830000000","1397","57000"
"یاریس","475000000","1386","245000"
"206","330000000","1399","30000"
"وی","645000000","1399","30000"
"کمری","565000000","1384","444500"
"اسپورتیج","1900000000","1393","70000"
"206","283000000","1398","43000"
"لندکروز","360065408","1390","110000"
"مورانو","810000000","1386","212000"
"اپتیما","1504967296","1394","20000"
"کمری","980000000","1387","202000"
"لندکروز","2005032704","1388","130000"
"اسپورتیج","1394967296","1395","60000"
"سوناتا","970000000","1387","250000"
"جوک","1560000000","1394","35000"
"206","280000000","1395","88000"
"سراتو","1580000000","1394","69000"
"اسپورتیج","700000000","1386","170000"
"پارس","145000000","1385","319000"
"LX","200000000","1393","250000"
"وی","125000000","1391","125000"
"پارس","187000000","1391","140000"
"i20","1100000000","1397","50000"
"405","115000000","1390","420000"
"207","455000000","1400","40000"
"دو","460000000","1393","360000"
"3","940000000","1391","135000"
"پارس","355000000","1399","9000"
"ساندرو","515000000","1395","77500"
"وراکروز","1494967296","1391","96000"
"207","474000000","1400","16000"
"جی","500000000","1395","152000"
"آکورد","230000000","1993","250000"
"کمری","700000000","1384","209000"
"کاین","1505032704","1389","60000"
"توسان","1944967296","1395","69000"
"راوفور","94967296","1396","11000"
"131","199000000","1399","58000"
"207","385000000","1397","125000"
"توسان","1694967296","1395","31000"
"405","195000000","1393","143000"
"پلاس","497000000","1400","12000"
"کلاس","1889934592","1394","27000"
"C70","1444967296","1391","53000"
"سانتافه","1300000000","1387","200000"
"پارس","365000000","1399","70000"
"B50F","590000000","1396","116000"
"کلاس","1005032704","1393","115000"
"ام","844967296","1390","155000"
"توسان","1550000000","1392","130000"
"سانتافه","2094967296","1393","70000"
"تالیسمان","2044967296","1395","53000"
"ام","950000000","1383","202000"
"206","100000000","1382","500000"
"405","130000000","1386","196000"
"النترا","1900000000","1397","40000"
"لنسر","1500000000","1396","0"
"گراند","1350000000","1396","88000"
"H330","410000000","1395","67000"
"207","465000000","1396","58000"
"وراکروز","1980000000","1389","180000"
"اسپورتیج","1480000000","1390","125000"
"پارس","445000000","1397","75000"
"جی","380000000","1394","86000"
"سراتو","1145000000","1397","42000"
"وی","237000000","1394","114000"
"LX","281000000","1397","80000"
"405","140000000","1389","300000"
"تیگو","915000000","1396","50000"
"ماکان","1984901888","1396","38000"
"ام","405032704","1396","23000"
"راوفور","1244967296","1393","100000"
"ام","1500000000","1388","214000"
"S7","1180000000","1401","0"
"ماکسیما","1100000000","1388","145000"
"سانتافه","1690000000","1393","106000"
"وراکروز","2144967296","1389","238000"
"206","258000000","1395","112000"
"مگان","690000000","1392","140000"
"پارس","362000000","1400","24000"
"سراتو","1180000000","1397","28000"
"توسان","1500000000","1391","69500"
"سوناتا","1750000000","1392","80000"
"206","345000000","1400","25200"
"سوناتا","930000000","1386","117000"
"سانتافه","1400000000","1388","171000"
"دو","415000000","1390","220000"
"کلاس","694967296","1385","190000"
"2008","1120000000","1397","53000"
"2008","1460000000","1398","24000"
"اوتلندر","1444967296","1396","75000"
"گراند","700000000","1388","196000"
"پلاس","575000000","1401","5700"
"جی،","920000000","1394","190000"
"اکسنت","880000000","1397","96000"
"S5","820000000","1396","60000"
"سانتافه","1530000000","1392","164000"
"زانتیا","380000000","1385","132000"
"سانتافه","994967296","1395","18000"
"C70","1494967296","1391","115000"
"دنده","225000000","1400","10000"
"405","58000000","1372","300000"
"اپتیما","1900000000","1393","118000"
"کلاس","1144967296","1392","90000"
"راوفور","1444967296","1393","100000"
"کلاس","1600000000","1386","200000"
"3","1350000000","1398","78000"
"تیگو","690000000","1394","120000"
"یانگ،","1100000000","1392","75000"
"کولیوس","1594967296","1395","35000"
"C3","1420000000","1397","0"
"ماکسیما","650000000","1385","170000"
"اپتیما","2144967296","1394","108000"
"گراند","660000000","1388","210000"
"معمولی","399000000","1399","49000"
"وی","195000000","1391","200000"
"پلاس","603000000","1400","0"
"سوناتا","1894967296","1392","3600"
"ساندرو","800000000","1397","0"
"سوناتا","1650000000","1392","97000"
"توسان","1850000000","1393","95000"
"LX","340000000","1400","16000"
"ماکسیما","540000000","1381","295000"
"توسان","1850000000","1393","90000"
"ساندرو","550000000","1395","130000"
"سوناتا","1350000000","1391","190000"
"ماکسیما","1070000000","1389","160000"
"206","185000000","1389","125000"
"سانتافه","694967296","1395","1200"
"سانتافه","2144967296","1393","110000"
"ساندرو","520000000","1395","58000"
"131","205000000","1399","20000"
"206","255000000","1393","90000"
"پاجرو","1800000000","1388","188000"
"مورانو","1480000000","1390","180000"
"یانگ،","1150000000","1395","100000"
"ام","205032704","1393","80000"
"مگان","385000000","1384","220000"
"آزرا","890000000","1386","193000"
"ام","1884901888","1395","0"
"207","428000000","1400","38000"
"206","307000000","1396","77000"
"ام","1939934592","1391","63000"
"206","325000000","1399","45000"
"اکسنت","1100000000","1397","35000"
"لندکروز","1010065408","1390","53000"
"206","195000000","1389","201000"
"ساندرو","650000000","1397","83500"
"النترا","1380000000","1393","100000"
"S5","750000000","1395","117000"
"تالیسمان","2064967296","1395","79000"
"داستر","755000000","1394","160000"
"کلاس","834967296","1391","123000"
"وانت","412000000","1401","0"
"سانتافه","1560000000","1392","143000"
"206","365000000","1399","62000"
"405","77000000","1380","200000"
"سانتافه","2050000000","1393","96000"
"206","370000000","1401","0"
"کلاس","1890000000","1386","96000"
"آزرا","1000000000","1387","150000"
"تندر","385000000","1396","84000"
"ام","1100000000","1385","220000"
"سوناتا","2000000000","1395","120000"
"تیگو","600000000","1396","240000"
"جی","600000000","1396","11000"
"جی،","1250000000","1394","100000"
"اپتیما","2100000000","1394","130000"
"کپچر","1050000000","1395","130000"
"هایلوکس","1500000000","1391","180000"
"جی،","1500000000","1394","30000"
"111","133000000","1392","203000"
"IS","1994967296","1390","129000"
"اکسنت","820000000","1393","105000"
"206","328000000","1399","47000"
"LX","277000000","1398","93000"
"راوفور","594967296","1395","85000"
"کمری","1850000000","1391","160000"
"3","1390000000","1397","64000"
"سوناتا","1900000000","1393","130000"
"تالیسمان","1994967296","1395","60000"
"ریچ","600000000","1395","66000"
"آسترا","270000000","1994","90000"
"وای","850000000","1397","90000"
"کرولا","1600000000","1393","200000"
"سراتو","1000000000","1390","205000"
"206","240000000","1393","156000"
"ام","294967296","1393","60000"
"111","159000000","1394","113500"
"206","130000000","1380","192000"
"سوناتا","1750000000","1393","156000"
"سوناتا","1320000000","1390","163000"
"RX","1800000000","1385","260000"
"ساندرو","581000000","1396","67000"
"پارس","380000000","1398","78000"
"207","540000000","1398","30000"
"مگان","355000000","1384","188000"
"النترا","2020000000","1395","28000"
"تالیسمان","1894967296","1395","13000"
"ام","1505032704","1395","91000"
"وانت","357000000","1400","0"
"206","257000000","1394","145000"
"LX","110000000","1383","600000"
"وانت","100000000","1387","350000"
"پاترول","165000000","1367","400000"
"پارس","342000000","1399","29000"
"207","504000000","1401","0"
"جوک","1650000000","1395","30000"
"کلاس","89934592","1395","2000"
"سانتافه","1694967296","1395","85000"
"اس،","1350000000","1396","35000"
"ام","255032704","1394","73000"
"سراتو","1050000000","1397","70000"
"کاین","989934592","1390","23000"
"زانتیا","340000000","1388","290000"
"S7","950000000","1398","70000"
"وی","485000000","1397","50000"
"سراتو","1030000000","1397","67000"
"206","282000000","1388","145000"
"وراکروز","1960000000","1388","200000"
"207","440000000","1396","78000"
"سانتافه","1294967296","1395","100000"
"کولیوس","1544967296","1395","70000"
"جی،","675000000","1392","137000"
"فنگ،","435000000","1397","105000"
"206","275000000","1394","50000"
"پاسات","994967296","1396","34000"
"ماکسیما","1250000000","1390","100000"
"رنجرور","380000000","1978","100000"
"207","620000000","1400","23000"
"یانگ،","1720000000","1401","0"
"سراتو","1440000000","1394","77000"
"GC6","420000000","1397","69000"
"RX","94967296","1388","65000"
"کلاس","444967296","1390","102000"
"ماکان","289934592","1395","38000"
"ام","655032704","1393","52000"
"سانتافه","1950000000","1392","75000"
"ام","1200000000","1387","200000"
"206","323000000","1398","11000"
"ریچ","650000000","1396","145000"
"پارس","250000000","1389","212000"
"پرایم","1450000000","1401","0"
"2","810000000","1401","0"
"3","1250000000","1394","106000"
"پرایم","1380000000","1401","7000"
"دنده","240000000","1401","0"
"پلاس","530000000","1400","35000"
"توسان","1300000000","1389","170000"
"سوناتا","880000000","1388","200000"
"راوفور","444967296","1395","23000"
"508","1990000000","1395","23000"
"ساندرو","690000000","1397","21000"
"دبلیو","1000000000","1399","3700"
"S5","995000000","1401","0"
"132","175000000","1397","100000"
"سانتافه","1794967296","1394","81000"
"S7","930000000","1398","78000"
"مورانو","900000000","1386","130000"
"وای","815000000","1396","83000"
"جوک","1760000000","1395","18000"
"کلاس","1105032704","1393","38000"
"206","385999999","1399","20000"
"سوناتا","1450000000","1389","40000"
"اسپورتیج","1350000000","1391","140000"
"سوناتا","680000000","1385","300000"
"پارس","460000000","1398","53000"
"LX","259000000","1396","123000"
"زانتیا","188000000","1385","228000"
"i20","810000000","1393","89000"
"207","428000000","1397","90000"
"620","206000000","1390","270000"
"LX","283000000","1395","183000"
"3","1250000000","1395","78000"
"ریچ","675000000","1396","170000"
"LX","300000000","1396","95000"
"کمری","720000000","1385","285888"
"گل","178000000","1387","145000"
"توسان","1830000000","1393","99000"
"کلاس","2100000000","1388","130000"
"کمری","1950000000","1392","157000"
"206","340000000","1399","5000"
"اکسنت","830000000","1393","125000"
"اسپورتیج","1350000000","1390","158000"
"تندر","452000000","1396","81000"
"131","150000000","1396","86000"
"ایمپین","220000000","1386","88000"
"ورنا","215000000","1385","270000"
"ام","594967296","1392","85000"
"سوناتا","1280000000","1389","230000"
"راوفور","794967296","1395","71500"
"LX","238000000","1394","148000"
"XC90","1089934592","1395","89000"
"ام","589934592","1396","30000"
"لنسر","1490000000","1396","43000"
"آزرا","910000000","1388","250000"
"تندر","430000000","1395","164000"
"پرادو","344967296","1390","111000"
"پلاس","570000000","1401","0"
"سراتو","780000000","1396","64400"
"توسان","950000000","1388","199000"
"ماکسیما","850000000","1387","250000"
"پرادو","5032704","1390","100000"
"پارس","280000000","1399","58000"
"207","520000000","1401","0"
"سوناتا","1200000000","1389","203000"
"تالیسمان","2044967296","1395","92000"
"معمولی","390000000","1398","51500"
"کلاس","1805032704","1394","65000"
"XC90","2089934592","1394","117000"
"فنگ،","445000000","1397","70000"
"سورنتو","1220000000","1387","143000"
"پارس","255000000","1393","142000"
"207","445000000","1396","64000"
"دبلیو","990000000","1400","31000"
"S5","990000000","1401","0"
"131","125000000","1392","202000"
"سانتافه","994967296","1395","11000"
"سراتو","1170000000","1397","65000"
"207","420000000","1400","32000"
"معمولی","338000000","1396","118000"
"405","360000000","1399","2700"
"ساندرو","557000000","1396","56000"
"سراتو","960000000","1396","98000"
"ام","1100000000","1387","190000"
"توسان","1000000000","1388","190000"
"ساندرو","565000000","1396","70000"
"دنده","487000000","1400","32000"
"سراتو","720000000","1388","200000"
"پلاس","485000000","1399","16000"
"جنسیس","1600000000","1389","175000"
"آریزو","940000000","1399","17000"
"ریو","125000000","1385","390000"
"اسپورتیج","1840000000","1394","105000"
"اتوماتیک","690000000","1401","0"
"207","435000000","1397","117500"
"LX","317000000","1398","15000"
"سوناتا","1315000000","1390","170000"
"508","2114967296","1395","20000"
"ام","1994967296","1385","130000"
"اپتیما","1509967296","1395","86000"
"سانتافه","2000000000","1393","100000"
"H320","428000000","1395","95000"
"ام","794967296","1391","150000"
"206","270000000","1395","100000"
"اپیروس","880000000","1387","200000"
"گراند","760000000","1388","250000"
"207","510000000","1398","40000"
"سوناتا","245000000","1395","70000"
"سوناتا","1250000000","1389","100000"
"راوفور","1844967296","1392","140000"
"NX","355032704","1394","80000"
"C3","1290000000","1397","50000"
"سراتو","930000000","1390","200000"
"RX","1144967296","1388","190000"
"ام","205032704","1396","10000"
"هایلوکس","494967296","1394","22000"
"NX","1655032704","1394","3500"
"جوک","1670000000","1395","58000"
"راوفور","844967296","1395","57000"
"النترا","2100000000","1396","20000"
"توسان","1830000000","1393","72000"
"وی","485000000","1396","84000"
"ام","650000000","1384","225000"
"ام","1520000000","1387","181000"
"131","125000000","1395","180000"
"آسترا","1800000000","1392","90000"
"206","300000000","1398","63000"
"صندوق","206000000","1399","37000"
"206","295000000","1395","68000"
"دنده","225000000","1401","11000"
"LX","330000000","1399","1600"
"وی","650000000","1399","32000"
"پارس","408000000","1400","25900"
"معمولی","415000000","1399","31000"
"مگان","290000000","1384","245000"
"تندر","335000000","1395","102600"
"BX7","1930000000","1396","31000"
"اپتیما","1344967296","1395","50000"
"405","170000000","1395","240000"
"کمری","900000000","1385","155000"
"دنده","545000000","1401","0"
"BX7","2100000000","1396","5000"
"کوپا","910000000","1397","100000"
"آریزو","720000000","1400","15000"
"131","180000000","1398","37000"
"206","250000000","1394","130000"
"کولیوس","1260000000","1392","80000"
"3","1410000000","1396","89000"
"BX5","1320000000","1396","66000"
"کرولا","620000000","1386","230000"
"کلاس","205032704","1394","34000"
"پارس","450000000","1398","0"
"توسان","2100000000","1393","9200"
"گراند","1780000000","1397","19000"
"206","265000000","1396","82000"
"پارس","370000000","1399","72000"
"صندوق","95000000","1389","450000"
"111","170000000","1396","100000"
"820","645000000","1397","39000"
"ام","694967296","1392","53000"
"دو","350000000","1399","18000"
"405","195000000","1391","136000"
"هایلوکس","700000000","1379","120000"
"LX","175000000","1391","240000"
"LX","290000000","1398","35000"
"206","347000000","1400","33000"
"جی،","1080000000","1394","78000"
"S5","820000000","1396","70000"
"پارس","210000000","1393","225000"
"سوناتا","1700000000","1393","130000"
"دنده","230000000","1400","17000"
"X7","78000000","1381","300000"
"206","310000000","1398","10000"
"ام","605032704","1393","60000"
"LX","299000000","1399","47000"
"H330","555000000","1397","50000"
"سوناتا","794967296","1396","35000"
"206","285000000","1397","100000"
"پارس","460000000","1401","0"
"سوناتا","1400000000","1389","78000"
"وی","87000000","1389","180000"
"تندر","370000000","1395","67000"
"ساندرو","660000000","1397","30000"
"آزرا","1700000000","1389","160000"
"توسان","1814967296","1395","19000"
"H330","420000000","1395","70700"
"H330","480000000","1397","50000"
"سانتافه","1564967296","1395","85000"
"آزرا","780000000","1385","275000"
"S5","630000000","1394","70000"
"3","1280000000","1394","77000"
"تالیسمان","2104967296","1395","37000"
"کلاس","1800000000","1387","220000"
"دوگانه","275000000","1399","0"
"LX","330000000","1400","17000"
"وی","120000000","1393","60000"
"سوناتا","800000000","1387","200000"
"پارس","390000000","1399","80000"
"405","268000000","1398","65000"
"3","585000000","1388","230000"
"سوناتا","1380000000","1390","130000"
"تیگو","900000000","1396","90000"
"یانگ،","1700000000","1396","25600"
"LX","310000000","1399","41000"
"تندر","315000000","1395","156000"
"405","125000000","1389","250000"
"پارس","350000000","1397","55000"
"206","130000000","1382","200000"
"هاچ","224000000","1400","26000"
"کمری","790000000","1385","440000"
"3","1450000000","1397","46000"
"کولیوس","1894967296","1395","130000"
"206","330000000","1400","49000"
"206","280000000","1397","80000"
"ام","294967296","1392","107000"
"سورنتو","1700000000","1389","165000"
"ریو","165000000","1387","198000"
"LX","365000000","1398","59000"
"مورانو","785000000","1386","250000"
"206","280000000","1389","80000"
"یانگ،","1060000000","1395","68000"
"سانتافه","1345000000","1389","250000"
"131","195000000","1399","25500"
"405","326000000","1398","28000"
"تالیسمان","2044967296","1395","50000"
"H330","480000000","1397","98000"
"یانگ،","860000000","1392","168000"
"207","475000000","1401","0"
"131","186000000","1398","40000"
"ساندرو","510000000","1394","100000"
"H330","570000000","1397","48000"
"ماکسیما","615000000","1385","227000"
"جنسیس","1170000000","1389","108000"
"ام","605032704","1393","22000"
"تیگو","1175000000","1401","7000"
"206","350000000","1398","49000"
"دنده","215000000","1400","7000"
"405","209000000","1394","141000"
"سوناتا","1360000000","1390","187000"
"سانتافه","1780000000","1393","92000"
"سراتو","1320000000","1392","90000"
"S5","950000000","1399","26000"
"207","505000000","1401","0"
"پرایم","1530000000","1401","0"
"دو","265000000","1383","169000"
"اسپورتیج","1700000000","1393","120000"
"206","120000000","1381","450000"
"هایلوکس","1094967296","1393","75000"
"اکسنت","1100000000","1396","37000"
"هاچ","234000000","1400","0"
"آزرا","1750000000","1389","88000"
"S5","960000000","1399","21000"
"هایلوکس","1794967296","1393","97000"
"EX","210000000","1397","14500"
"H220","350000000","1397","3500"
"ویرا","140000000","1384","135000"
"سوناتا","1350000000","1392","97000"
"النترا","1250000000","1392","102000"
"3","600000000","1388","212000"
"B30","570000000","1397","66000"
"LX","400000000","1400","37500"
"ریو","550000000","1393","95000"
"سانتافه","1165000000","1386","107000"
"پارس","214000000","1389","270000"
"ام","1150000000","1386","151000"
"اپتیما","1700000000","1392","139000"
"پلاس","620000000","1401","0"
"سراتو","980000000","1396","32000"
"مگان","360000000","1388","250000"
"هایلوکس","674967296","1394","88000"
"پارس","330000000","1399","32000"
"SE","180000000","1390","230000"
"131","192000000","1399","45000"
"206","230000000","1392","115000"
"یانگ،","960000000","1392","149000"
"سورنتو","1620000000","1388","180000"
"پارس","180000000","1388","221000"
"سدان","35000000","1382","300000"
"تندر","200000000","1388","298000"
"اسپورتیج","992000000","1388","170000"
"206","169000000","1388","210000"
"کمری","1850000000","1390","155000"
"توسان","1350000000","1390","22000"
"سراتو","1080000000","1396","64900"
"سانتافه","1364967296","1395","79800"
"LX","212000000","1394","155000"
"اف","700000000","1386","99999"
"207","469000000","1400","14000"
"وی","750000000","1401","0"
"گل","165000000","1386","190000"
"207","360000000","1396","95000"
"206","350000000","1400","16000"
"پرایم","1320000000","1401","10000"
"ام","1460000000","1387","195000"
"سراتو","1130000000","1397","64000"
"BX7","1775000000","1396","62000"
"تالیسمان","2144967296","1395","67000"
"پاسات","1194967296","1396","110000"
"2008","1380000000","1398","60000"
"ماکسیما","1100000000","1390","162000"
"405","125000000","1384","214000"
"RX","344967296","1388","100000"
"C3","1290000000","1397","53000"
"راوفور","344967296","1395","29000"
"سانتافه","1444967296","1395","80000"
"i20","1100000000","1396","53000"
"پارس","400000000","1401","0"
"پارس","385000000","1401","0"
"سوناتا","1480000000","1392","123000"
"ام","1394967296","1392","120000"
"صندوق","206000000","1399","35000"
"دنده","485000000","1400","43000"
"111","192500000","1398","71000"
"S5","935000000","1399","58000"
"LX","325000000","1397","160000"
"C3","1320000000","1397","50000"
"ام","1689934592","1395","58000"
"سانتافه","1494967296","1394","110000"
"پارس","318000000","1396","98000"
"آریزو","495000000","1396","226000"
"LX","312000000","1396","88000"
"کمری","1080000000","1386","165000"
"فنگ،","425000000","1397","70000"
"زانتیا","150000000","1383","365000"
"النترا","1285000000","1392","140000"
"ورنا","230000000","1384","180000"
"206","310000000","1395","100000"
"سوناتا","700000000","1385","250000"
"النترا","1310000000","1393","120000"
"ام","705032704","1394","89000"
"کلاس","1994967296","1384","180000"
"کلاس","1850000000","1385","200000"
"ایما","1485000000","1401","0"
"آزرا","1390000000","1389","180000"
"النترا","1360000000","1392","44000"
"معمولی","300000000","1394","143000"
"سورنتو","1594967296","1393","159000"
"سانتافه","1094967296","1395","17000"
"پارس","205000000","1389","198000"
"پارس","310000000","1393","80000"
"LX","313000000","1399","30000"
"کلاس","105032704","1392","95000"
"X7","123000000","1386","400000"
"ام","1305032704","1394","47000"
"تیگو","725000000","1396","100000"
"ایما","1720000000","1401","0"
"سراتو","1480000000","1395","90000"
"i20","810000000","1393","145000"
"206","190000000","1389","230000"
"تیگو","1250000000","1401","0"
"کمری","775000000","1384","279000"
"S5","1060000000","1401","15000"
"ام","544967296","1393","71000"
"NX","305032704","1395","58000"
"پارس","479000000","1399","27800"
"وی","545000000","1401","0"
"3","1510000000","1396","8000"
"ساندرو","750000000","1398","0"
"جی","410000000","1394","110000"
"S5","815000000","1396","67000"
"206","311000000","1399","67000"
"206","340000000","1398","35000"
"T5","1225000000","1401","0"
"سراتو","1130000000","1397","68000"
"H330","390000000","1395","97000"
"207","290000000","1390","140000"
"405","140000000","1389","214000"
"405","138000000","1389","214000"
"جن","245000000","1385","200000"
"C35","559000000","1401","0"
"جوک","1800000000","1395","70000"
"رونیز","850000000","1387","195000"
"ام","1580000000","1401","0"
"راوفور","994967296","1393","24000"
"206","165000000","1388","295000"
"207","585000000","1399","28000"
"اسپورتیج","1780000000","1392","110000"
"سراتو","650000000","1394","164000"
"ام","1894967296","1392","180000"
"ورنا","200000000","1385","280000"
"وی","225000000","1391","119000"
"وی","190000000","1396","45000"
"ماکسیما","750000000","1387","290000"
"H220","313500000","1397","83000"
"صندوق","156000000","1393","185454"
"کلاس","994967296","1384","250000"
"کراس","530000000","1397","76000"
"111","175000000","1396","85000"
"گراند","580000000","1387","240000"
"206","395000000","1400","10000"
"206","325000000","1397","90000"
"132","168000000","1397","220000"
"3","1525000000","1398","71000"
"206","170000000","1384","290000"
"دنده","250000000","1401","0"
"پارس","337000000","1399","59000"
"سانتافه","1500000000","1392","169000"
"پی","49000000","1383","250000"
"سورنتو","944967296","1395","108000"
"C3","1350000000","1398","27000"
"فنگ،","465000000","1397","70000"
"سانتافه","1750000000","1389","130000"
"سانتافه","1644967296","1394","61000"
"207","600000000","1400","0"
"پارس","395000000","1399","50000"
"LX","295000000","1397","132000"
"ام","1340000000","1387","107000"
"پرایم","1350000000","1401","300"
"کلاس","1690000000","1388","230000"
"سوناتا","1244967296","1396","0"
"S7","1150000000","1401","0"
"207","315000000","1390","100000"
"ام","1839934592","1395","57000"
"تیگوان","355032704","1396","15800"
"تندر","294000000","1394","150000"
"پلاس","485000000","1399","11100"
"پلاس","430000000","1397","69000"
"پیکاپ","426000000","1386","190000"
"تک","300000000","1398","75000"
"i20","1000000000","1396","55000"
"اسپورتیج","1599000000","1392","99000"
"کپچر","920000000","1394","120000"
"راوفور","644967296","1395","30000"
"ام","1205032704","1395","70000"
"کرولا","799000000","1385","200000"
"ام","794967296","1392","110000"
"کادنزا","1489000000","1389","198000"
"تالیسمان","2040000000","1395","60000"
"پارس","383000000","1398","61000"
"پلاس","529000000","1401","0"
"ماکسیما","850000000","1387","220000"
"ساندرو","670000000","1397","90000"
"207","430000000","1399","36000"
"کوپا","900000000","1397","34000"
"دبلیو","1035000000","1400","19000"
"405","147000000","1388","300000"
"206","308000000","1398","30000"
"پارس","338000000","1399","68000"
"تک","335000000","1400","14000"
"207","425000000","1400","8800"
"GC6","420000000","1397","24000"
"النترا","1800000000","1395","62000"
"ام","1255032704","1394","46000"
"فنگ،","450000000","1397","60000"
"تندر","330000000","1396","68000"
"ام","294967296","1392","80000"
"اپتیما","1644967296","1394","53000"
"سراتو","980000000","1397","30000"
"SE","179000000","1391","223000"
"151","207000000","1401","0"
"3","720000000","1390","169000"
"131","149000000","1395","134000"
"پرایم","1430000000","1401","0"
"S5","920000000","1398","63000"
"مگان","580000000","1391","205000"
"سراتو","935000000","1396","98000"
"i20","875000000","1396","86000"
"معمولی","350000000","1398","38000"
"توسان","1380000000","1392","185000"
"ام","394967296","1392","78000"
"207","430000000","1397","100000"
"پلاس","630000000","1401","0"
"ساندرو","620000000","1398","56000"
"دنده","220000000","1400","53000"
"تیگو","670000000","1396","112000"
"کپچر","1090000000","1395","85000"
"207","499000000","1401","0"
"206","310000000","1395","55000"
"مورانو","890000000","1386","300000"
"S5","725000000","1396","85000"
"206","295000000","1395","80000"
"207","460000000","1400","28000"
"زانتیا","298000000","1386","260000"
"راوفور","404967296","1396","99000"
"H230","270000000","1397","100000"
"کلاس","205032704","1388","180000"
"زانتیا","398000000","1389","182000"
"ام","880000000","1383","300000"
"مگان","290000000","1384","242000"
"LX","265000000","1396","138000"
"میتو","751000000","1390","130000"
"دو","219000000","1394","249000"
"پریوس","1471000000","1395","75000"
"پارس","286000000","1396","86000"
"206","262000000","1393","94000"
"سوناتا","1144967296","1396","49800"
"سیلو","97000000","1381","300000"
"207","485000000","1401","0"
"ام","294967296","1392","70000"
